name,first_name,last_name,price,above_100
Michael Nguyen,Michael,Nguyen,61.21337178,False
Kevin Foster,Kevin,Foster,144.6443317,True
Jennifer Preston,Jennifer,Preston,10.5968548,False
Mary Chapman,Mary,Chapman,22.75658157,False
Marc Collins,Marc,Collins,277.8276122,True
Amber Sims,Amber,Sims,35.10336774,False
Shawn Kennedy,Shawn,Kennedy,234.3444413,True
Christine Farmer,Christine,Farmer,149.5214161,True
Pam Martinez,Pam,Martinez,31.56743239,False
Lisa Thompson,Lisa,Thompson,286.893067,True
John Bennett,John,Bennett,87.68981426,False
Ronald Dixon,Ronald,Dixon,188.6288002,True
Paul Peterson,Paul,Peterson,294.4931849,True
Carrie Jones,Carrie,Jones,0.752018957,False
Tiffany Carrillo,Tiffany,Carrillo,141.1619398,True
Katie Hanna,Katie,Hanna,44.05564643,False
Seth Villanueva,Seth,Villanueva,58.94782805,False
Donna Lewis,Donna,Lewis,136.0621187,True
Tina Hunter,Tina,Hunter,191.8180665,True
Sheri Beck,Sheri,Beck,177.5338015,True
Kristen Hall,Kristen,Hall,118.2532241,True
Douglas Morgan,Douglas,Morgan,104.6578216,True
Zachary Miller,Zachary,Miller,219.6221064,True
Teresa Collins,Teresa,Collins,125.3142956,True
Devon Roberts,Devon,Roberts,257.064997,True
Amy Gray,Amy,Gray,87.68906218,False
Tracy Wagner,Tracy,Wagner,80.41036549,False
Eric West,Eric,West,220.8165738,True
Denise Harper,Denise,Harper,239.3630261,True
Brianna Richards,Brianna,Richards,145.7938648,True
Shirley Garcia,Shirley,Garcia,105.5258162,True
James Byrd,James,Byrd,233.9193305,True
Krista Mata,Krista,Mata,41.27185978,False
Vernon Gomez,Vernon,Gomez,198.3759641,True
John Gilbert,John,Gilbert,29.86956496,False
Alicia Medina,Alicia,Medina,157.7823176,True
Vanessa Campbell,Vanessa,Campbell,48.40733246,False
Pamela Berg,Pamela,Berg,200.2579865,True
Michael Reilly,Michael,Reilly,40.37878652,False
Thomas Austin,Thomas,Austin,206.5552678,True
Alejandra Martinez,Alejandra,Martinez,299.595508,True
Lindsey Powers,Lindsey,Powers,144.7441559,True
Jacqueline Sawyer,Jacqueline,Sawyer,279.9313523,True
Nancy Wilkins,Nancy,Wilkins,94.51742417,False
Shane White,Shane,White,219.8801439,True
Daniel Rivas,Daniel,Rivas,130.1252196,True
Andrew Medina,Andrew,Medina,223.1724054,True
Donald Carson,Donald,Carson,176.6268408,True
Jason Hamilton,Jason,Hamilton,223.8073421,True
Mark Perez,Mark,Perez,32.23346517,False
Christina Mann,Christina,Mann,49.62966498,False
Matthew Miller,Matthew,Miller,215.4342234,True
Nicholas Mccarthy,Nicholas,Mccarthy,53.4257119,False
John Barnett,John,Barnett,105.2054949,True
Paige Hudson,Paige,Hudson,46.07679429,False
Edward Marshall MD,Edward,Marshall MD,248.2859166,True
Gina Higgins,Gina,Higgins,41.63209155,False
Linda Ellis,Linda,Ellis,239.1806734,True
Daniel Wade,Daniel,Wade,8.806478022,False
Jessica Weiss,Jessica,Weiss,2.388986621,False
Erik Aguilar,Erik,Aguilar,148.0744135,True
Gregg Baker,Gregg,Baker,161.510241,True
Bradley Compton,Bradley,Compton,109.1835791,True
Timothy Sanders,Timothy,Sanders,99.61045296,False
Steve Mccall,Steve,Mccall,256.1030698,True
Thomas Hull,Thomas,Hull,47.49049225,False
Carla Cunningham,Carla,Cunningham,25.42770724,False
Rachel Sullivan,Rachel,Sullivan,36.8070627,False
Latoya Little,Latoya,Little,57.42486685,False
Sarah Harvey,Sarah,Harvey,158.7092651,True
Kayla Wright,Kayla,Wright,83.15242904,False
Andrew Tanner,Andrew,Tanner,220.528662,True
Aaron Hansen,Aaron,Hansen,258.8640526,True
Hunter Atkinson,Hunter,Atkinson,209.4582127,True
Richard Williams,Richard,Williams,186.8067228,True
Frank Martinez,Frank,Martinez,200.2154219,True
Timothy Burns,Timothy,Burns,41.18516716,False
Melissa Ortiz,Melissa,Ortiz,279.0138003,True
Henry White DDS,Henry,White DDS,199.247785,True
Amanda Mccoy,Amanda,Mccoy,114.3557682,True
Pamela Cox,Pamela,Cox,262.0437378,True
Linda Ray,Linda,Ray,250.7989091,True
Brooke Hernandez,Brooke,Hernandez,52.93529633,False
Lisa Livingston,Lisa,Livingston,142.7259156,True
Eugene Mason,Eugene,Mason,222.9114605,True
Stephen Reid,Stephen,Reid,34.1693553,False
Kevin Landry,Kevin,Landry,193.6091568,True
Jamie Porter,Jamie,Porter,258.2181927,True
Daniel Cunningham,Daniel,Cunningham,179.3703441,True
Victor Marsh,Victor,Marsh,219.9757791,True
Ryan Rodriguez,Ryan,Rodriguez,71.20559309,False
Brittany Bradley,Brittany,Bradley,246.9395419,True
Amy Wallace,Amy,Wallace,98.62126666,False
Alex Smith,Alex,Smith,196.5458057,True
Timothy King,Timothy,King,28.0414159,False
Charles Jennings,Charles,Jennings,79.81066083,False
Jessica Vargas,Jessica,Vargas,21.42151951,False
Jacqueline Briggs,Jacqueline,Briggs,18.13293516,False
Laurie Gonzales,Laurie,Gonzales,195.1759565,True
Olivia Clark,Olivia,Clark,107.634949,True
Donald Molina,Donald,Molina,12.89769275,False
Ricky Allen,Ricky,Allen,257.9762038,True
Catherine Rodriguez,Catherine,Rodriguez,185.2494938,True
Daniel Torres,Daniel,Torres,59.36058847,False
David Shepherd,David,Shepherd,146.5042,True
Jonathan Hansen,Jonathan,Hansen,65.38248265,False
Benjamin Griffin,Benjamin,Griffin,262.1081442,True
Tracey Hess,Tracey,Hess,102.8565045,True
Victoria Walker,Victoria,Walker,283.1492381,True
Cathy Carney,Cathy,Carney,266.4430678,True
John Gibbs,John,Gibbs,218.5275094,True
Angela Torres,Angela,Torres,198.8912726,True
Harold Glover,Harold,Glover,164.159322,True
Dawn Myers,Dawn,Myers,126.863237,True
Ashley Spencer,Ashley,Spencer,199.2922136,True
Mary Walters,Mary,Walters,134.0861345,True
Christina Davenport,Christina,Davenport,140.0786431,True
Brian Johnson,Brian,Johnson,106.2343157,True
Crystal Contreras,Crystal,Contreras,209.8939181,True
Tanya Turner,Tanya,Turner,232.3607759,True
Katelyn Durham,Katelyn,Durham,34.86538887,False
Nathaniel Wilson,Nathaniel,Wilson,233.2345956,True
Joseph Long,Joseph,Long,76.06925903,False
Mallory Hall,Mallory,Hall,293.5445425,True
Bianca Chavez,Bianca,Chavez,244.5409595,True
Victoria Strickland,Victoria,Strickland,226.78696,True
Scott Jackson,Scott,Jackson,44.25908098,False
Patrick Smith,Patrick,Smith,186.583267,True
Samuel West,Samuel,West,239.8842255,True
Brian Baker,Brian,Baker,225.969486,True
Haley Baldwin,Haley,Baldwin,168.1890685,True
Joanna Fernandez,Joanna,Fernandez,40.50912655,False
Jeffrey Berg,Jeffrey,Berg,36.85605931,False
Alexander Wilson,Alexander,Wilson,255.1450177,True
David Fuller,David,Fuller,263.545785,True
Laura Kramer,Laura,Kramer,178.2939999,True
Melinda Lambert,Melinda,Lambert,113.6953609,True
April Cole,April,Cole,157.7590664,True
Jill Thornton,Jill,Thornton,167.4681547,True
Holly Riley,Holly,Riley,204.6273975,True
Beth Kim,Beth,Kim,11.01260527,False
Kelly Thomas,Kelly,Thomas,251.9575295,True
Teresa James,Teresa,James,119.0598333,True
Jasmine Johnson,Jasmine,Johnson,168.5359222,True
Brian Wood,Brian,Wood,249.0831484,True
Deborah Estes,Deborah,Estes,181.1243035,True
Jeremy Knight,Jeremy,Knight,267.9077519,True
Abigail Mccoy,Abigail,Mccoy,71.79365804,False
Chad Sellers,Chad,Sellers,114.2708631,True
James Terry,James,Terry,280.1620198,True
Rachael Watson,Rachael,Watson,46.35207578,False
Jeffrey Poole,Jeffrey,Poole,61.756794,False
Matthew Salazar,Matthew,Salazar,99.92305376,False
Christopher Small,Christopher,Small,94.26105369,False
Noah Smith,Noah,Smith,239.6347397,True
Steven Mack,Steven,Mack,39.00781023,False
Casey Castillo,Casey,Castillo,272.1400411,True
Rachel Poole,Rachel,Poole,283.7765656,True
Karen Sutton,Karen,Sutton,140.5502933,True
John Martinez,John,Martinez,289.2606726,True
Michele Harrington,Michele,Harrington,3.997445113,False
Cheyenne Brown,Cheyenne,Brown,253.1142817,True
David Turner,David,Turner,121.417536,True
Brian Carter,Brian,Carter,78.81410568,False
Sheena Ward,Sheena,Ward,292.817983,True
Anthony Carson,Anthony,Carson,218.7734947,True
Janet Zavala,Janet,Zavala,17.08133565,False
Cynthia Smith,Cynthia,Smith,8.747993771,False
Carla Cannon,Carla,Cannon,288.1884269,True
Lacey Lopez,Lacey,Lopez,278.1729299,True
Amy Copeland,Amy,Copeland,269.0103495,True
Kristin Jacobs,Kristin,Jacobs,11.69491035,False
Antonio Ferguson,Antonio,Ferguson,297.3314003,True
Isabella Bush DDS,Isabella,Bush DDS,264.98467,True
James Davidson,James,Davidson,264.8193048,True
Holly Mendoza,Holly,Mendoza,54.4460707,False
Jordan Lopez,Jordan,Lopez,66.64716665,False
Antonio Ryan,Antonio,Ryan,95.58598206,False
Raymond Ware,Raymond,Ware,232.505199,True
Alexander Stafford,Alexander,Stafford,201.5142442,True
Kevin Clayton,Kevin,Clayton,73.98622457,False
Kristen Rice,Kristen,Rice,160.9482014,True
Joseph Moore,Joseph,Moore,123.3370869,True
Bryan Riley,Bryan,Riley,103.9286567,True
Diana Flores,Diana,Flores,143.1372157,True
Kathryn Lawrence MD,Kathryn,Lawrence MD,78.31057308,False
Deanna Smith,Deanna,Smith,249.6006637,True
Nancy Miller,Nancy,Miller,3.869209803,False
David Horton,David,Horton,34.62084961,False
Zachary Esparza,Zachary,Esparza,71.18403611,False
Victoria Moreno,Victoria,Moreno,255.7125246,True
Douglas Skinner,Douglas,Skinner,275.562885,True
Timothy Spencer,Timothy,Spencer,115.2203169,True
Daniel Oconnor,Daniel,Oconnor,210.4807879,True
Ryan Fitzgerald,Ryan,Fitzgerald,158.7712643,True
Natalie Martinez,Natalie,Martinez,136.0759177,True
Joyce Hayes,Joyce,Hayes,9.323647262,False
Amber Morris,Amber,Morris,89.45784699,False
Tiffany Jackson,Tiffany,Jackson,33.51449337,False
Tiffany Vasquez,Tiffany,Vasquez,253.20256,True
John Douglas,John,Douglas,166.2967286,True
William Reed,William,Reed,215.3055149,True
Nicole James,Nicole,James,141.1921941,True
Danielle Miller,Danielle,Miller,141.0542037,True
Sarah Miller,Sarah,Miller,22.37833918,False
John Morrison,John,Morrison,252.1654315,True
Sarah Coleman,Sarah,Coleman,137.2229765,True
Daniel Smith,Daniel,Smith,49.99955025,False
Kurt Butler,Kurt,Butler,93.24935853,False
Cody Becker,Cody,Becker,248.4317247,True
Miss Molly Miller,Miss,Molly Miller,210.3994579,True
Craig Bailey,Craig,Bailey,102.1427287,True
Derrick Campbell,Derrick,Campbell,159.4048126,True
Jennifer Ibarra,Jennifer,Ibarra,169.3222197,True
Timothy Black,Timothy,Black,160.4213892,True
Shawn Blanchard,Shawn,Blanchard,159.5561394,True
Brian Johnson,Brian,Johnson,95.74294191,False
Patricia Gray,Patricia,Gray,122.9008236,True
James White,James,White,124.1837338,True
William Smith,William,Smith,115.4835008,True
Hannah Cummings,Hannah,Cummings,206.3793778,True
Philip Mills,Philip,Mills,149.7690573,True
Emily Berry,Emily,Berry,194.8537868,True
Casey Coffey,Casey,Coffey,173.0530825,True
Regina Johnson,Regina,Johnson,1.366200222,False
Steven Waters,Steven,Waters,159.0953606,True
Joshua Gonzalez,Joshua,Gonzalez,193.4520864,True
Kimberly Green,Kimberly,Green,240.8174556,True
Thomas Nelson DDS,Thomas,Nelson DDS,188.2214297,True
Robert Rivera DVM,Robert,Rivera DVM,252.7137124,True
Miss Michelle Lewis,Miss,Michelle Lewis,219.5320111,True
Linda Barajas,Linda,Barajas,126.6695321,True
Amber Jensen,Amber,Jensen,87.74180917,False
John Owens,John,Owens,240.6708452,True
Elizabeth Benitez,Elizabeth,Benitez,22.97631526,False
Sarah Smith,Sarah,Smith,54.02302876,False
Jonathan Hernandez,Jonathan,Hernandez,113.6405881,True
Benjamin Stevens,Benjamin,Stevens,241.9631335,True
Isaac Roth,Isaac,Roth,64.00283561,False
Lauren Smith,Lauren,Smith,191.044241,True
Nicole Duffy MD,Nicole,Duffy MD,169.9221056,True
Emily Vega,Emily,Vega,102.1788734,True
Jesse Stone,Jesse,Stone,99.13220181,False
Nancy Lucas,Nancy,Lucas,277.221375,True
Thomas Horne,Thomas,Horne,285.5453065,True
Jo Humphrey,Jo,Humphrey,280.7676032,True
Nicholas Marquez,Nicholas,Marquez,247.2806899,True
Cathy Todd,Cathy,Todd,23.32822158,False
Vicki Harmon,Vicki,Harmon,155.3649927,True
Brent Lloyd,Brent,Lloyd,74.12808307,False
Jonathan Hill,Jonathan,Hill,64.18574136,False
Timothy Kelly,Timothy,Kelly,106.2473392,True
Donna Martinez,Donna,Martinez,26.68721252,False
Tammy Miles,Tammy,Miles,134.7480083,True
Stephen Fields,Stephen,Fields,270.2637016,True
Paige Kemp,Paige,Kemp,132.6889381,True
Hannah Myers,Hannah,Myers,97.02475645,False
Tanya Garcia,Tanya,Garcia,65.80094229,False
Elizabeth Moody,Elizabeth,Moody,224.6917837,True
Christina Murray,Christina,Murray,178.7962602,True
Emma Berry,Emma,Berry,265.2866914,True
Rebecca Santos,Rebecca,Santos,40.21365447,False
Tammy Williams,Tammy,Williams,113.8258857,True
Lauren Zimmerman DDS,Lauren,Zimmerman DDS,24.09907887,False
Amy Reed,Amy,Reed,291.715691,True
Peter Holland,Peter,Holland,39.10990181,False
Stephen Martinez,Stephen,Martinez,5.998153471,False
Evan Martinez,Evan,Martinez,71.83961188,False
Stephanie Smith,Stephanie,Smith,184.314629,True
Robert Schultz,Robert,Schultz,79.44358021,False
Steven Price,Steven,Price,249.5073848,True
William Park,William,Park,150.5623351,True
Cole Butler,Cole,Butler,257.9254795,True
Jessica Prince,Jessica,Prince,199.1027248,True
Brian Smith,Brian,Smith,269.7331691,True
Mark Ortiz,Mark,Ortiz,64.53490182,False
Shane Garcia,Shane,Garcia,232.922679,True
Tammy Lowe,Tammy,Lowe,163.4958412,True
Bonnie Parsons,Bonnie,Parsons,120.8240102,True
Christopher Gross,Christopher,Gross,190.4850752,True
Jason Hawkins,Jason,Hawkins,281.2010935,True
Diane Lee,Diane,Lee,190.3914018,True
Jeffrey Rodriguez,Jeffrey,Rodriguez,171.7063904,True
Destiny Thompson,Destiny,Thompson,69.95080058,False
Carol Johnston,Carol,Johnston,20.22996482,False
Catherine Cline,Catherine,Cline,196.0019512,True
Joseph Bond,Joseph,Bond,213.4508658,True
Whitney Russell,Whitney,Russell,93.70821741,False
Joseph Brown,Joseph,Brown,177.5369542,True
Andrea Cherry,Andrea,Cherry,218.9439696,True
Ronnie James,Ronnie,James,11.30319991,False
Jesse Wagner,Jesse,Wagner,105.0391223,True
Jennifer Johnson,Jennifer,Johnson,25.24601464,False
Christina Miller,Christina,Miller,23.52475039,False
Amy Collins,Amy,Collins,216.3060305,True
Nathaniel Curtis,Nathaniel,Curtis,180.009785,True
Joann Patel,Joann,Patel,226.8922119,True
Daniel Gonzalez,Daniel,Gonzalez,296.9639688,True
Donna Harris,Donna,Harris,112.1535852,True
Patricia Gomez,Patricia,Gomez,61.97861251,False
Christopher Douglas,Christopher,Douglas,108.5670438,True
Thomas Glover,Thomas,Glover,192.6749797,True
Ryan Fischer,Ryan,Fischer,176.8811448,True
Briana Turner,Briana,Turner,77.99745823,False
Patrick Williams,Patrick,Williams,205.5282628,True
Kathryn Morris,Kathryn,Morris,258.3381969,True
Jonathan Henry,Jonathan,Henry,216.6217318,True
Jonathan Navarro,Jonathan,Navarro,207.5050139,True
Steven Ryan,Steven,Ryan,98.03488481,False
Matthew Rodriguez,Matthew,Rodriguez,194.1558586,True
Laurie Stewart,Laurie,Stewart,243.6585038,True
Joseph Ramirez,Joseph,Ramirez,208.5389863,True
Eric Harris,Eric,Harris,215.3027448,True
Amy Townsend,Amy,Townsend,89.62083691,False
Jeffrey Gutierrez,Jeffrey,Gutierrez,91.68831326,False
Kenneth Zimmerman,Kenneth,Zimmerman,227.6497143,True
Jonathan Guerrero,Jonathan,Guerrero,20.03177994,False
James Thomas,James,Thomas,81.77643056,False
James Bradshaw,James,Bradshaw,233.6904132,True
Edgar Moreno,Edgar,Moreno,279.0886499,True
Margaret Roberts,Margaret,Roberts,119.9029449,True
Mary Gonzales,Mary,Gonzales,5.041468474,False
Deborah Ortiz,Deborah,Ortiz,251.1195948,True
Jesse Thomas,Jesse,Thomas,23.19440916,False
Taylor Torres,Taylor,Torres,114.306217,True
Jennifer Sampson,Jennifer,Sampson,134.9550998,True
Jennifer Shaffer,Jennifer,Shaffer,139.3268183,True
Melanie Griffith,Melanie,Griffith,97.98733229,False
Michelle May,Michelle,May,151.0133675,True
Lori Morales,Lori,Morales,15.93710006,False
Alexandra Shelton,Alexandra,Shelton,205.1698084,True
Carl Gonzalez,Carl,Gonzalez,161.5347512,True
Maria Miller,Maria,Miller,241.2911729,True
Chad Kelly,Chad,Kelly,273.3206706,True
Eileen Davis,Eileen,Davis,55.99921219,False
Jacob White,Jacob,White,176.3832715,True
Tony Howard,Tony,Howard,56.29751552,False
Randy Franklin,Randy,Franklin,10.70092932,False
Taylor Davidson,Taylor,Davidson,164.2349526,True
Nicole Rivas,Nicole,Rivas,283.3434254,True
Daniel Martinez,Daniel,Martinez,82.42854517,False
Theresa Potter,Theresa,Potter,63.49315896,False
William Kerr,William,Kerr,193.1528858,True
Erin Anderson,Erin,Anderson,145.1617851,True
Carlos Sawyer,Carlos,Sawyer,91.16472066,False
Steven Reyes,Steven,Reyes,90.51351057,False
Robert Johnson,Robert,Johnson,151.34255,True
John Kelley,John,Kelley,264.1445291,True
Melissa Franklin,Melissa,Franklin,154.5602915,True
Travis Davis,Travis,Davis,288.2220857,True
Adam Bailey,Adam,Bailey,42.6613963,False
Crystal Peterson,Crystal,Peterson,171.6499461,True
David Anderson,David,Anderson,131.2363431,True
David Allen III,David,Allen III,100.869253,True
Jose Mitchell,Jose,Mitchell,219.3702027,True
Harry Miller,Harry,Miller,258.864091,True
Jay Smith,Jay,Smith,174.5402259,True
David Spence,David,Spence,39.44159283,False
Alicia Young,Alicia,Young,49.05124089,False
Gregory Cooper,Gregory,Cooper,84.87613039,False
Michelle Brown,Michelle,Brown,299.6697558,True
Melissa Johnson,Melissa,Johnson,54.77661634,False
Robert Hunter,Robert,Hunter,233.2112326,True
Ellen Montes,Ellen,Montes,114.6587627,True
Madeline Terry,Madeline,Terry,143.0680216,True
Gregory Mclean,Gregory,Mclean,100.1416644,True
Rebekah Fischer,Rebekah,Fischer,35.84139135,False
Wendy Sexton,Wendy,Sexton,104.2529105,True
Angela Spencer,Angela,Spencer,130.0368995,True
Brent Richards,Brent,Richards,287.8512449,True
Christina Price,Christina,Price,220.4715324,True
Christopher Kim,Christopher,Kim,268.0940814,True
Kristie White,Kristie,White,3.731188383,False
Eric Anderson,Eric,Anderson,151.1694298,True
Patrick Moran,Patrick,Moran,202.9421153,True
Kimberly Dillon,Kimberly,Dillon,148.7636914,True
Michael Morris,Michael,Morris,186.2739438,True
Stephanie Garcia,Stephanie,Garcia,135.3374805,True
Amber Randall,Amber,Randall,161.7867294,True
Matthew Morris,Matthew,Morris,177.4675144,True
Brandon Henry,Brandon,Henry,189.2640002,True
Elizabeth Jones,Elizabeth,Jones,1.721334549,False
Manuel Reyes,Manuel,Reyes,56.11399451,False
Cindy Blackburn,Cindy,Blackburn,277.3116641,True
Mindy Valentine,Mindy,Valentine,296.0404881,True
Mary Stevenson,Mary,Stevenson,54.15138665,False
Emma Beltran,Emma,Beltran,280.6140783,True
Matthew Jacobson,Matthew,Jacobson,234.4755743,True
Paul Phillips,Paul,Phillips,52.38933174,False
James Porter,James,Porter,167.6916337,True
David Harrison,David,Harrison,216.557277,True
Tara Davidson,Tara,Davidson,177.5977319,True
Donna Kelly,Donna,Kelly,235.9643853,True
Renee Mayer,Renee,Mayer,29.66478775,False
Victor Davis,Victor,Davis,292.350032,True
Marc Abbott,Marc,Abbott,144.0427399,True
Kevin Flores,Kevin,Flores,2.04595842,False
Sarah Mayo,Sarah,Mayo,243.1576185,True
Anthony Morgan,Anthony,Morgan,74.4186564,False
Sarah Wong,Sarah,Wong,22.83835501,False
Tanya Martinez,Tanya,Martinez,226.3518126,True
Jacob Lewis,Jacob,Lewis,177.8268318,True
Valerie Spencer,Valerie,Spencer,110.1150755,True
Kelly Drake,Kelly,Drake,223.7749938,True
Zachary Foster,Zachary,Foster,256.8934808,True
Susan Summers,Susan,Summers,203.444613,True
Stacy Jones,Stacy,Jones,282.2103928,True
Alicia Roberts,Alicia,Roberts,115.3415793,True
Charlene Patterson,Charlene,Patterson,231.5902435,True
Mike Hudson,Mike,Hudson,90.77833228,False
Nichole Murray,Nichole,Murray,257.2125882,True
Anthony Robinson,Anthony,Robinson,174.6749074,True
Andrew Sutton,Andrew,Sutton,55.09426008,False
John Munoz,John,Munoz,10.76162589,False
Antonio Gray,Antonio,Gray,254.1989765,True
Mallory Bright,Mallory,Bright,17.36455275,False
Zachary Johnson,Zachary,Johnson,164.0094798,True
Scott Zimmerman,Scott,Zimmerman,210.8359631,True
Nicolas Myers,Nicolas,Myers,191.5740332,True
Dakota Silva,Dakota,Silva,0.201983149,False
Cynthia Crawford,Cynthia,Crawford,138.5852088,True
Larry Smith,Larry,Smith,203.4597291,True
Victoria Hoover,Victoria,Hoover,49.76932196,False
Carl Shannon,Carl,Shannon,75.01050543,False
Melissa Hardy,Melissa,Hardy,57.46719339,False
Carolyn Smith,Carolyn,Smith,217.4986594,True
Austin Washington,Austin,Washington,123.7356729,True
Jacob Spencer MD,Jacob,Spencer MD,194.4500649,True
Earl Jackson,Earl,Jackson,146.4381711,True
Nicole Simmons,Nicole,Simmons,100.4466707,True
Phillip Hurst,Phillip,Hurst,70.27347634,False
Hailey Robbins,Hailey,Robbins,189.1471457,True
James Taylor,James,Taylor,223.4033604,True
Andrea Figueroa,Andrea,Figueroa,35.46449803,False
Cassandra Moreno,Cassandra,Moreno,75.31803377,False
Gregory Pacheco,Gregory,Pacheco,30.78269568,False
Shawn Shelton,Shawn,Shelton,104.0226799,True
Nicole Huerta,Nicole,Huerta,147.5406087,True
Matthew Hoffman,Matthew,Hoffman,111.3375618,True
Barbara Hudson,Barbara,Hudson,224.3202579,True
Sandra Francis,Sandra,Francis,62.57524548,False
Rebecca Ray,Rebecca,Ray,32.48419802,False
Tammy Simpson,Tammy,Simpson,221.5414938,True
Kyle Clark,Kyle,Clark,223.5738109,True
Sherry Peterson,Sherry,Peterson,9.233781216,False
Kyle Howard,Kyle,Howard,22.36013288,False
David Warren,David,Warren,23.00435965,False
Brandon Townsend,Brandon,Townsend,189.241167,True
Christopher Ellis,Christopher,Ellis,60.92041242,False
Renee Mccall,Renee,Mccall,172.0025631,True
Nicole Valdez,Nicole,Valdez,202.1051001,True
Austin Bird,Austin,Bird,97.14819318,False
Matthew Oliver,Matthew,Oliver,190.7738661,True
Adam Morrison,Adam,Morrison,122.6423047,True
Kenneth Koch,Kenneth,Koch,223.4597055,True
Roger Maddox,Roger,Maddox,192.8048838,True
Michael Harris,Michael,Harris,275.0959548,True
Devon Levy,Devon,Levy,179.3498945,True
Alison Wright,Alison,Wright,67.79896598,False
Jennifer Jones,Jennifer,Jones,69.16425394,False
Alexandra Rosales,Alexandra,Rosales,275.3449131,True
Erika Wood,Erika,Wood,172.3448064,True
Kristen Dyer,Kristen,Dyer,143.7169829,True
Kristin Higgins,Kristin,Higgins,66.99301038,False
Adrian Martin,Adrian,Martin,10.51365519,False
Joshua Hunter,Joshua,Hunter,126.4593975,True
Cindy Wells,Cindy,Wells,2.823278649,False
Meredith Shepherd,Meredith,Shepherd,15.39256238,False
Paula Jackson,Paula,Jackson,95.28470547,False
Jacob Woodard,Jacob,Woodard,36.91770874,False
Michael Hill,Michael,Hill,51.00126609,False
Maureen Miller,Maureen,Miller,143.5552728,True
Pamela Brandt,Pamela,Brandt,117.3452788,True
Matthew Rojas,Matthew,Rojas,32.5614648,False
Lawrence Jordan,Lawrence,Jordan,131.5622718,True
Travis Coleman,Travis,Coleman,267.9348767,True
Tina Lopez,Tina,Lopez,161.5034811,True
Joseph Armstrong,Joseph,Armstrong,197.555798,True
Kayla Sellers,Kayla,Sellers,165.072789,True
Michael Rogers,Michael,Rogers,65.74618064,False
Tiffany Fitzpatrick,Tiffany,Fitzpatrick,70.01378574,False
Sierra Warren,Sierra,Warren,82.47716939,False
Patricia Martinez,Patricia,Martinez,21.04160853,False
Gregory Castillo,Gregory,Castillo,3.006714074,False
Gilbert Johnson,Gilbert,Johnson,232.5105839,True
Bryan Gutierrez,Bryan,Gutierrez,233.185948,True
Yvonne Murphy,Yvonne,Murphy,130.7981427,True
Austin Patel,Austin,Patel,147.7426209,True
Ronald Lopez,Ronald,Lopez,179.1161889,True
Terry Fowler,Terry,Fowler,295.9201301,True
Holly Lara,Holly,Lara,181.4214635,True
Cody Hayden,Cody,Hayden,228.6270302,True
Veronica Bradford,Veronica,Bradford,29.71309581,False
Sylvia Moon,Sylvia,Moon,57.43043383,False
Sharon Young,Sharon,Young,212.154593,True
Jeffery Wilson,Jeffery,Wilson,214.1345719,True
Tammy Cooper,Tammy,Cooper,215.1947063,True
Jessica Gardner,Jessica,Gardner,282.8657889,True
Matthew Roman,Matthew,Roman,106.933484,True
Sharon Frazier,Sharon,Frazier,145.3813435,True
James Gonzalez,James,Gonzalez,262.3881598,True
Tracy Mcmillan,Tracy,Mcmillan,53.15386877,False
Peter Schultz,Peter,Schultz,64.90524813,False
Jenna Ayala,Jenna,Ayala,145.5035446,True
Julie Martinez,Julie,Martinez,184.8991846,True
Richard Lee,Richard,Lee,202.7372208,True
Karen Smith MD,Karen,Smith MD,104.7538389,True
Timothy Lopez,Timothy,Lopez,238.7179723,True
Justin Burke,Justin,Burke,244.7235202,True
Karen Erickson,Karen,Erickson,175.0951734,True
Sarah Ramsey,Sarah,Ramsey,39.16860302,False
Robin Evans,Robin,Evans,25.40406048,False
Michael Chang,Michael,Chang,52.77346918,False
Melvin Butler,Melvin,Butler,178.0049503,True
Deborah Mcbride,Deborah,Mcbride,193.0499213,True
Austin Williams,Austin,Williams,123.2452751,True
Kenneth Dean,Kenneth,Dean,70.33757646,False
Joan Crawford,Joan,Crawford,43.57827018,False
Erin King,Erin,King,87.38375287,False
James Hamilton,James,Hamilton,111.3321125,True
Deborah Hood,Deborah,Hood,140.8417148,True
Marcus Stout,Marcus,Stout,7.833256587,False
Shannon Jacobs,Shannon,Jacobs,153.9495471,True
Todd Harris,Todd,Harris,169.20748,True
Sarah Wilson,Sarah,Wilson,27.9482433,False
Edward Brown,Edward,Brown,255.0719539,True
Calvin Jones,Calvin,Jones,278.0473862,True
Nicholas Fry,Nicholas,Fry,94.59168045,False
Alejandro Sharp,Alejandro,Sharp,84.92844506,False
Debra Morgan,Debra,Morgan,265.4239044,True
John Kemp,John,Kemp,242.2398351,True
Benjamin Richardson,Benjamin,Richardson,173.6749744,True
Eric Cobb,Eric,Cobb,81.97869791,False
Joseph Daniel,Joseph,Daniel,58.14862167,False
William Pollard,William,Pollard,133.0978234,True
Aaron Pace,Aaron,Pace,131.304985,True
Wendy Smith,Wendy,Smith,174.3502801,True
Cheyenne Hernandez,Cheyenne,Hernandez,292.3566991,True
Patricia Spencer,Patricia,Spencer,250.6683723,True
Charles Taylor PhD,Charles,Taylor PhD,20.42888334,False
Stacey Clark,Stacey,Clark,59.14607751,False
Megan Williams,Megan,Williams,79.75989504,False
Robert Lee,Robert,Lee,125.1750091,True
Pamela Hughes,Pamela,Hughes,173.047263,True
James Davis,James,Davis,181.8642923,True
